Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,home_GoalsFor_rolling_mean,home_GoalsFor_rolling_sum,home_GoalsAgainst_rolling_mean,home_GoalsAgainst_rolling_sum,home_Shots_rolling_mean,home_Shots_rolling_sum,home_ShotsOT_rolling_mean,home_ShotsOT_rolling_sum,home_Cards_rolling_mean,home_Cards_rolling_sum,home_Points_rolling_mean,home_Points_rolling_sum,home_PrevSeasonPoints,away_GoalsFor_rolling_mean,away_GoalsFor_rolling_sum,away_GoalsAgainst_rolling_mean,away_GoalsAgainst_rolling_sum,away_Shots_rolling_mean,away_Shots_rolling_sum,away_ShotsOT_rolling_mean,away_ShotsOT_rolling_sum,away_Cards_rolling_mean,away_Cards_rolling_sum,away_Points_rolling_mean,away_Points_rolling_sum,away_PrevSeasonPoints,h2h_points_home,h2h_points_away,home_value,away_value,home_goal_diff_rolling_mean,home_goal_diff_rolling_sum,away_goal_diff_rolling_mean,away_goal_diff_rolling_sum,home_points_sum,away_points_sum,home_points_sum_5,away_points_sum_5,home_points_mean_5,away_points_mean_5,value_gap,points_gap,goal_diff_gap,shots_gap,shots_ot_gap,cards_gap
E0,2022-12-26,15:00,Southampton,Brighton,1,3,A,0,2,A,R Jones,14,7,4,4,9,10,4,2,1,2,0,0,2022,0.8,4.0,1.8,9.0,11.6,58.0,4.0,20.0,2.2,11.0,0.8,4.0,40.0,1.8,9.0,1.6,8.0,14.4,72.0,5.6,28.0,1.8,9.0,1.4,7.0,51.0,6,6,273.25,279.7,-1.0,-5.0,0.1999999999999999,1.0,12.0,21.0,4.0,7.0,0.8,1.4,6.449999999999989,9.0,6.0,2.8000000000000007,1.5999999999999996,0.40000000000000013
E0,2022-12-26,17:30,Aston Villa,Liverpool,1,3,A,0,2,A,P Tierney,12,16,6,9,7,12,0,6,0,0,0,0,2022,1.8,9.0,1.8,9.0,9.6,48.0,4.6,23.0,3.2,16.0,1.8,9.0,45.0,1.4,7.0,1.0,5.0,17.4,87.0,7.4,37.0,0.2,1.0,1.8,9.0,92.0,3,12,508.1,870.0,0.0,0.0,0.3999999999999999,2.0,18.0,22.0,9.0,9.0,1.8,1.8,361.9,4.0,2.0,7.799999999999999,2.8000000000000007,3.0
E0,2022-12-26,20:00,Arsenal,West Ham,3,1,H,0,1,A,M Oliver,16,8,5,4,13,17,7,5,0,2,0,0,2022,2.0,10.0,0.2,1.0,14.6,73.0,4.6,23.0,1.4,7.0,2.6,13.0,69.0,0.6,3.0,1.2,6.0,12.8,64.0,4.0,20.0,1.4,7.0,0.6,3.0,56.0,13,1,706.7,384.0,1.8,9.0,-0.6,-3.0,37.0,14.0,13.0,3.0,2.6,0.6,322.70000000000005,23.0,12.0,1.799999999999999,0.5999999999999996,0.0
E0,2022-12-27,17:30,Chelsea,Bournemouth,2,0,H,2,0,H,S Hooper,15,9,5,4,8,10,6,8,0,0,0,0,2022,0.4,2.0,1.4,7.0,9.0,45.0,3.4,17.0,2.0,10.0,0.4,2.0,74.0,1.6,8.0,2.0,10.0,10.2,51.0,5.0,25.0,1.6,8.0,0.6,3.0,,1,4,834.7,135.9,-1.0,-5.0,-0.3999999999999999,-2.0,21.0,16.0,2.0,3.0,0.4,0.6,698.8000000000001,5.0,3.0,1.1999999999999993,1.6,0.3999999999999999
E0,2022-12-27,20:00,Man United,Nottm Forest,3,0,H,2,0,H,A Taylor,17,8,8,3,13,4,9,9,3,1,0,0,2022,1.4,7.0,1.0,5.0,15.8,79.0,6.2,31.0,2.0,10.0,2.0,10.0,58.0,0.8,4.0,1.4,7.0,8.4,42.0,3.6,18.0,1.4,7.0,1.6,8.0,,0,0,726.8,160.0,0.3999999999999999,2.0,-0.5999999999999999,-3.0,26.0,13.0,10.0,8.0,2.0,1.6,566.8,13.0,5.0,7.4,2.6,0.6000000000000001
E0,2022-12-28,20:00,Leeds United,Man City,1,3,A,0,1,A,S Attwell,9,26,1,9,11,14,3,5,3,3,0,0,2022,2.2,11.0,2.6,13.0,14.4,72.0,4.4,22.0,1.6,8.0,1.2,6.0,38.0,1.4,7.0,1.0,5.0,17.2,86.0,5.2,26.0,1.6,8.0,1.8,9.0,93.0,4,7,279.5,1020.0,-0.3999999999999999,-2.0,0.3999999999999999,2.0,15.0,32.0,6.0,9.0,1.2,1.8,740.5,17.0,4.0,2.799999999999999,0.7999999999999998,0.0
E0,2022-12-30,19:45,West Ham,Brentford,0,2,A,0,2,A,D England,20,9,5,6,9,5,8,1,1,0,0,0,2022,0.8,4.0,1.6,8.0,12.8,64.0,4.2,21.0,1.8,9.0,0.6,3.0,56.0,1.4,7.0,2.0,10.0,9.8,49.0,4.2,21.0,2.0,10.0,1.2,6.0,46.0,0,6,384.0,278.45,-0.8,-4.0,-0.6000000000000001,-3.0,14.0,20.0,3.0,6.0,0.6,1.2,105.55000000000001,6.0,1.0,3.0,0.0,0.19999999999999996
E0,2022-12-30,20:00,Liverpool,Leicester City,2,1,H,2,1,H,C Pawson,21,7,5,2,8,15,4,5,0,1,0,0,2022,1.8,9.0,1.2,6.0,16.2,81.0,7.8,39.0,0.2,1.0,1.8,9.0,92.0,1.6,8.0,0.8,4.0,10.8,54.0,5.0,25.0,0.4,2.0,1.8,9.0,52.0,9,6,870.0,513.5,0.6000000000000001,3.0,0.8,4.0,25.0,17.0,9.0,9.0,1.8,1.8,356.5,8.0,1.0,5.399999999999999,2.8,0.2
E0,2022-12-31,12:30,Wolves,Man United,0,1,A,0,0,D,R Jones,10,16,3,6,11,11,7,5,1,3,0,0,2022,1.0,5.0,2.2,11.0,12.2,61.0,4.0,20.0,4.0,20.0,0.8,4.0,51.0,1.6,8.0,1.0,5.0,13.6,68.0,5.8,29.0,2.4,12.0,2.0,10.0,58.0,4,10,335.95,726.8,-1.2000000000000002,-6.0,0.6000000000000001,3.0,13.0,29.0,4.0,10.0,0.8,2.0,390.84999999999997,16.0,9.0,1.4000000000000004,1.7999999999999998,1.6
E0,2022-12-31,15:00,Bournemouth,Crystal Palace,0,2,A,0,2,A,A Marriner,6,15,2,6,17,11,2,7,4,1,0,0,2022,1.6,8.0,2.2,11.0,9.0,45.0,5.2,26.0,1.4,7.0,0.6,3.0,,0.6,3.0,1.6,8.0,9.6,48.0,2.2,11.0,3.2,16.0,1.2,6.0,48.0,0,6,135.9,274.8,-0.6000000000000001,-3.0,-1.0,-5.0,16.0,19.0,3.0,6.0,0.6,1.2,138.9,3.0,2.0,0.5999999999999996,3.0,1.8000000000000003
E0,2022-12-31,15:00,Fullham,Southampton,2,1,H,1,0,H,G Scott,8,9,2,3,8,13,4,4,0,1,0,0,2022,1.6,8.0,1.2,6.0,15.2,76.0,6.2,31.0,1.6,8.0,1.4,7.0,,0.8,4.0,2.4,12.0,12.6,63.0,4.2,21.0,1.8,9.0,0.2,1.0,40.0,1,4,,273.25,0.4000000000000001,2.0,-1.6,-8.0,22.0,12.0,7.0,1.0,1.4,0.2,,10.0,10.0,2.5999999999999996,2.0,0.19999999999999996
E0,2022-12-31,15:00,Man City,Everton,1,1,D,1,0,H,A Madley,16,2,3,1,13,14,7,1,3,4,0,0,2022,2.0,10.0,1.0,5.0,19.2,96.0,5.8,29.0,2.0,10.0,2.4,12.0,93.0,0.8,4.0,1.4,7.0,11.4,57.0,4.2,21.0,1.0,5.0,0.8,4.0,39.0,15,0,1020.0,380.7,1.0,5.0,-0.5999999999999999,-3.0,35.0,14.0,12.0,4.0,2.4,0.8,639.3,21.0,8.0,7.799999999999999,1.5999999999999996,1.0
E0,2022-12-31,15:00,Newcastle,Leeds United,0,0,D,0,0,D,S Hooper,16,8,5,1,13,19,9,3,3,5,0,0,2022,2.8,14.0,0.4,2.0,12.4,62.0,4.8,24.0,1.2,6.0,3.0,15.0,49.0,2.4,12.0,2.8,14.0,13.4,67.0,4.2,21.0,2.0,10.0,1.2,6.0,38.0,4,7,333.6,279.5,2.4,12.0,-0.3999999999999999,-2.0,33.0,15.0,15.0,6.0,3.0,1.2,54.10000000000002,18.0,14.0,1.0,0.5999999999999996,0.8
E0,2022-12-31,17:30,Brighton,Arsenal,2,4,A,0,2,A,A Taylor,9,14,5,7,7,11,7,4,3,3,0,0,2022,2.4,12.0,1.8,9.0,12.0,60.0,5.0,25.0,1.6,8.0,1.8,9.0,51.0,2.4,12.0,0.4,2.0,16.0,80.0,4.8,24.0,1.0,5.0,2.6,13.0,69.0,7,7,279.7,706.7,0.5999999999999999,3.0,2.0,10.0,24.0,40.0,9.0,13.0,1.8,2.6,427.00000000000006,16.0,7.0,4.0,0.20000000000000018,0.6000000000000001
E0,2023-01-01,14:00,Tottenham,Aston Villa,0,2,A,0,0,D,J Brooks,6,13,2,4,15,10,5,3,4,3,0,0,2022,2.2,11.0,2.2,11.0,16.8,84.0,6.6,33.0,1.6,8.0,1.4,7.0,71.0,2.0,10.0,1.8,9.0,9.6,48.0,4.6,23.0,2.4,12.0,1.8,9.0,45.0,12,3,757.3,508.1,0.0,0.0,0.1999999999999999,1.0,30.0,18.0,7.0,9.0,1.4,1.8,249.19999999999993,12.0,1.0,7.200000000000001,2.0,0.7999999999999998
E0,2023-01-01,16:30,Nottm Forest,Chelsea,1,1,D,0,1,A,P Bankes,12,7,5,2,16,14,1,2,2,2,0,0,2022,0.8,4.0,2.0,10.0,9.4,47.0,4.2,21.0,1.4,7.0,1.4,7.0,,0.8,4.0,1.4,7.0,9.2,46.0,3.4,17.0,2.0,10.0,0.8,4.0,74.0,0,0,160.0,834.7,-1.2,-6.0,-0.5999999999999999,-3.0,13.0,24.0,7.0,4.0,1.4,0.8,674.7,11.0,3.0,0.20000000000000107,0.8000000000000003,0.6000000000000001
E0,2023-01-02,17:30,Brentford,Liverpool,3,1,H,2,0,H,S Attwell,10,16,7,6,5,8,4,9,1,3,0,0,2022,1.8,9.0,1.2,6.0,9.2,46.0,4.8,24.0,2.0,10.0,1.8,9.0,46.0,2.2,11.0,1.2,6.0,17.4,87.0,7.4,37.0,0.0,0.0,2.4,12.0,92.0,1,4,278.45,870.0,0.6000000000000001,3.0,1.0000000000000002,5.0,23.0,28.0,9.0,12.0,1.8,2.4,591.55,5.0,2.0,8.2,2.6000000000000005,2.0
E0,2023-01-03,19:45,Arsenal,Newcastle,0,0,D,0,0,D,A Madley,17,8,4,1,10,16,5,5,4,4,0,0,2022,3.0,15.0,0.6,3.0,16.4,82.0,5.6,28.0,1.4,7.0,3.0,15.0,69.0,2.4,12.0,0.2,1.0,13.0,65.0,4.8,24.0,1.4,7.0,2.6,13.0,49.0,12,3,706.7,333.6,2.4,12.0,2.2,11.0,43.0,34.0,15.0,13.0,3.0,2.6,373.1,9.0,1.0,3.3999999999999986,0.7999999999999998,0.0
E0,2023-01-03,19:45,Everton,Brighton,1,4,A,0,1,A,A Marriner,10,19,4,8,8,10,5,2,3,1,0,0,2022,0.4,2.0,1.6,8.0,10.0,50.0,3.2,16.0,1.2,6.0,0.4,2.0,39.0,2.6,13.0,2.0,10.0,12.2,61.0,5.6,28.0,1.6,8.0,1.8,9.0,51.0,10,4,380.7,279.7,-1.2000000000000002,-6.0,0.6000000000000001,3.0,15.0,24.0,2.0,9.0,0.4,1.8,101.0,9.0,9.0,2.1999999999999993,2.3999999999999995,0.40000000000000013
E0,2023-01-03,19:45,Leicester City,Fullham,0,1,A,0,1,A,D Bond,15,11,6,2,12,11,6,3,2,6,0,0,2022,1.0,5.0,1.2,6.0,11.2,56.0,4.6,23.0,0.4,2.0,1.2,6.0,52.0,1.4,7.0,1.0,5.0,14.6,73.0,5.6,28.0,1.4,7.0,1.4,7.0,,3,3,513.5,,-0.1999999999999999,-1.0,0.3999999999999999,2.0,17.0,25.0,6.0,7.0,1.2,1.4,,8.0,3.0,3.4000000000000004,1.0,0.9999999999999999
E0,2023-01-03,20:00,Man United,Bournemouth,3,0,H,1,0,H,M Salisbury,18,7,6,4,13,7,6,5,0,3,0,0,2022,1.6,8.0,0.8,4.0,14.2,71.0,5.8,29.0,2.2,11.0,2.4,12.0,58.0,1.6,8.0,2.2,11.0,9.2,46.0,5.0,25.0,1.8,9.0,0.6,3.0,,3,3,726.8,135.9,0.8,4.0,-0.6000000000000001,-3.0,32.0,16.0,12.0,3.0,2.4,0.6,590.9,16.0,7.0,5.0,0.7999999999999998,0.40000000000000013
E0,2023-01-04,19:30,Southampton,Nottm Forest,0,1,A,0,1,A,T Bramall,8,11,0,1,14,17,6,2,2,2,0,0,2022,0.8,4.0,2.6,13.0,12.4,62.0,4.2,21.0,1.6,8.0,0.0,0.0,40.0,0.8,4.0,2.2,11.0,9.8,49.0,3.8,19.0,1.4,7.0,1.0,5.0,,0,0,273.25,160.0,-1.8,-9.0,-1.4,-7.0,12.0,14.0,0.0,5.0,0.0,1.0,113.25,2.0,2.0,2.5999999999999996,0.40000000000000036,0.20000000000000018
E0,2023-01-04,19:45,Leeds United,West Ham,2,2,D,1,1,D,D Coote,14,15,6,2,11,18,8,1,3,1,0,0,2022,2.0,10.0,2.2,11.0,12.2,61.0,3.4,17.0,2.8,14.0,1.4,7.0,38.0,0.4,2.0,2.0,10.0,12.8,64.0,4.4,22.0,2.0,10.0,0.0,0.0,56.0,3,9,279.5,384.0,-0.2000000000000001,-1.0,-1.6,-8.0,16.0,14.0,7.0,0.0,1.4,0.0,104.5,2.0,7.0,0.6000000000000014,1.0000000000000004,0.7999999999999998
E0,2023-01-04,20:00,Aston Villa,Wolves,1,1,D,0,1,A,J Gillett,13,10,4,3,6,12,7,8,1,3,0,0,2022,1.6,8.0,1.8,9.0,8.4,42.0,3.2,16.0,2.8,14.0,1.8,9.0,45.0,1.0,5.0,1.6,8.0,10.0,50.0,3.6,18.0,3.8,19.0,0.8,4.0,51.0,4,10,508.1,335.95,-0.1999999999999999,-1.0,-0.6000000000000001,-3.0,21.0,13.0,9.0,4.0,1.8,0.8,172.15000000000003,8.0,2.0,1.5999999999999996,0.3999999999999999,1.0
E0,2023-01-04,20:00,Crystal Palace,Tottenham,0,4,A,0,0,D,M Oliver,19,14,4,6,11,8,10,4,1,2,0,0,2022,1.0,5.0,1.0,5.0,10.8,54.0,3.0,15.0,2.6,13.0,1.8,9.0,48.0,2.0,10.0,2.2,11.0,14.6,73.0,6.0,30.0,1.6,8.0,1.4,7.0,71.0,5,8,274.8,757.3,0.0,0.0,-0.2000000000000001,-1.0,22.0,30.0,9.0,7.0,1.8,1.4,482.49999999999994,8.0,1.0,3.799999999999999,3.0,1.0
E0,2023-01-05,20:00,Chelsea,Man City,0,1,A,0,0,D,P Tierney,8,12,2,3,9,9,3,2,2,0,0,0,2022,0.8,4.0,1.4,7.0,9.4,47.0,3.4,17.0,2.2,11.0,0.8,4.0,74.0,1.6,8.0,1.0,5.0,20.4,102.0,5.6,28.0,2.4,12.0,2.0,10.0,93.0,6,9,834.7,1020.0,-0.5999999999999999,-3.0,0.6000000000000001,3.0,25.0,36.0,4.0,10.0,0.8,2.0,185.29999999999995,11.0,6.0,10.999999999999998,2.1999999999999997,0.19999999999999973
E0,2023-01-12,20:00,Fullham,Chelsea,2,1,H,1,0,H,D Coote,8,20,3,10,12,16,5,7,4,3,0,1,2022,1.6,8.0,1.0,5.0,12.0,60.0,4.8,24.0,2.2,11.0,1.8,9.0,,0.6,3.0,0.8,4.0,8.0,40.0,2.4,12.0,2.2,11.0,0.8,4.0,74.0,0,6,,834.7,0.6000000000000001,3.0,-0.2,-1.0,28.0,25.0,9.0,4.0,1.8,0.8,,3.0,4.0,4.0,2.4,0.0
E0,2023-01-13,20:00,Aston Villa,Leeds United,2,1,H,1,0,H,M Oliver,11,16,5,4,12,8,0,11,2,2,0,0,2022,1.8,9.0,1.2,6.0,10.4,52.0,4.0,20.0,2.8,14.0,2.0,10.0,45.0,2.0,10.0,2.4,12.0,12.2,61.0,3.4,17.0,3.2,16.0,1.0,5.0,38.0,8,5,508.1,279.5,0.6000000000000001,3.0,-0.3999999999999999,-2.0,22.0,17.0,10.0,5.0,2.0,1.0,228.60000000000002,5.0,5.0,1.799999999999999,0.6000000000000001,0.40000000000000036
E0,2023-01-14,12:30,Man United,Man City,2,1,H,0,0,D,S Attwell,8,5,4,1,15,5,1,2,3,0,0,0,2022,2.0,10.0,0.8,4.0,14.6,73.0,6.4,32.0,2.0,10.0,2.4,12.0,58.0,1.6,8.0,1.0,5.0,19.8,99.0,5.2,26.0,2.4,12.0,2.0,10.0,93.0,4,10,726.8,1020.0,1.2,6.0,0.6000000000000001,3.0,35.0,39.0,12.0,10.0,2.4,2.0,293.20000000000005,4.0,3.0,5.200000000000001,1.2000000000000002,0.3999999999999999
E0,2023-01-14,15:00,Brighton,Liverpool,3,0,H,0,0,D,D England,16,6,9,2,8,15,7,1,1,3,0,0,2022,2.6,13.0,2.0,10.0,12.2,61.0,5.4,27.0,1.6,8.0,1.8,9.0,51.0,2.2,11.0,1.4,7.0,16.2,81.0,6.6,33.0,0.6,3.0,2.4,12.0,92.0,6,6,279.7,870.0,0.6000000000000001,3.0,0.8000000000000003,4.0,27.0,28.0,9.0,12.0,1.8,2.4,590.3,1.0,1.0,4.0,1.1999999999999993,1.0
E0,2023-01-14,15:00,Everton,Southampton,1,2,A,1,0,H,J Brooks,12,13,4,5,7,19,6,4,0,3,0,0,2022,0.6,3.0,2.4,12.0,10.2,51.0,3.2,16.0,1.6,8.0,0.2,1.0,39.0,0.8,4.0,2.6,13.0,11.2,56.0,3.4,17.0,1.4,7.0,0.0,0.0,40.0,9,6,380.7,273.25,-1.7999999999999998,-9.0,-1.8,-9.0,15.0,12.0,1.0,0.0,0.2,0.0,107.44999999999999,3.0,0.0,1.0,0.19999999999999973,0.20000000000000018
E0,2023-01-14,15:00,Nottm Forest,Leicester City,2,0,H,0,0,D,P Tierney,15,6,5,1,11,12,3,5,1,2,0,0,2022,1.0,5.0,1.2,6.0,11.0,55.0,3.6,18.0,1.6,8.0,1.6,8.0,,1.0,5.0,1.2,6.0,12.2,61.0,4.8,24.0,0.8,4.0,1.2,6.0,52.0,0,3,160.0,513.5,-0.1999999999999999,-1.0,-0.1999999999999999,-1.0,17.0,17.0,8.0,6.0,1.6,1.2,353.5,0.0,0.0,1.1999999999999993,1.1999999999999997,0.8
E0,2023-01-14,15:00,Wolves,West Ham,1,0,H,0,0,D,S Hooper,17,16,4,4,10,7,4,3,0,2,0,0,2022,1.0,5.0,1.6,8.0,9.2,46.0,3.4,17.0,3.4,17.0,0.8,4.0,51.0,0.8,4.0,2.2,11.0,13.2,66.0,3.8,19.0,1.6,8.0,0.2,1.0,56.0,3,12,335.95,384.0,-0.6000000000000001,-3.0,-1.4,-7.0,14.0,15.0,4.0,1.0,0.8,0.2,48.05000000000001,1.0,4.0,4.0,0.3999999999999999,1.7999999999999998
E0,2023-01-14,17:30,Brentford,Bournemouth,2,0,H,1,0,H,J Gillett,12,7,4,2,5,9,5,3,1,1,0,0,2022,2.2,11.0,1.2,6.0,8.8,44.0,5.6,28.0,1.6,8.0,2.2,11.0,46.0,1.2,6.0,2.2,11.0,9.4,47.0,5.0,25.0,2.2,11.0,0.6,3.0,,1,1,278.45,135.9,1.0000000000000002,5.0,-1.0000000000000002,-5.0,26.0,16.0,11.0,3.0,2.2,0.6,142.54999999999998,10.0,10.0,0.5999999999999996,0.5999999999999996,0.6000000000000001
E0,2023-01-15,14:00,Chelsea,Crystal Palace,1,0,H,0,0,D,P Bankes,15,10,5,5,10,17,11,7,2,5,0,0,2022,0.8,4.0,1.0,5.0,11.0,55.0,4.2,21.0,2.2,11.0,0.8,4.0,74.0,0.8,4.0,1.8,9.0,12.2,61.0,3.2,16.0,2.2,11.0,1.2,6.0,48.0,15,0,834.7,274.8,-0.1999999999999999,-1.0,-1.0,-5.0,25.0,22.0,4.0,6.0,0.8,1.2,559.9000000000001,3.0,4.0,1.1999999999999993,1.0,0.0
E0,2023-01-15,14:00,Newcastle,Fullham,1,0,H,0,0,D,R Jones,20,5,5,0,6,14,10,5,1,3,0,0,2022,1.6,8.0,0.2,1.0,10.6,53.0,3.6,18.0,2.0,10.0,2.2,11.0,49.0,1.8,9.0,0.8,4.0,12.8,64.0,5.0,25.0,2.2,11.0,2.4,12.0,,7,1,333.6,,1.4,7.0,1.0,5.0,35.0,31.0,11.0,12.0,2.2,2.4,,4.0,2.0,2.200000000000001,1.4,0.20000000000000018
E0,2023-01-15,16:30,Tottenham,Arsenal,0,2,A,0,2,A,C Pawson,17,14,7,5,16,15,4,3,4,2,0,0,2022,2.2,11.0,1.8,9.0,12.8,64.0,5.8,29.0,1.6,8.0,1.4,7.0,71.0,2.0,10.0,0.6,3.0,15.0,75.0,4.4,22.0,2.2,11.0,2.6,13.0,69.0,6,9,757.3,706.7,0.4000000000000001,2.0,1.4,7.0,33.0,44.0,7.0,13.0,1.4,2.6,50.59999999999991,11.0,5.0,2.1999999999999993,1.3999999999999995,0.6000000000000001
E0,2023-01-18,20:00,Crystal Palace,Man United,1,1,D,0,1,A,R Jones,10,15,5,4,9,10,3,3,1,2,0,0,2022,0.4,2.0,1.8,9.0,11.2,56.0,3.0,15.0,3.0,15.0,0.6,3.0,48.0,2.2,11.0,0.4,2.0,14.6,73.0,6.6,33.0,2.0,10.0,3.0,15.0,58.0,7,7,274.8,726.8,-1.4,-7.0,1.8000000000000005,9.0,22.0,38.0,3.0,15.0,0.6,3.0,451.99999999999994,16.0,16.0,3.4000000000000004,3.5999999999999996,1.0
E0,2023-01-19,20:00,Man City,Tottenham,4,2,H,0,2,A,S Hooper,16,9,6,3,10,14,8,3,1,2,0,0,2022,1.4,7.0,1.2,6.0,17.6,88.0,4.4,22.0,1.6,8.0,1.4,7.0,93.0,2.0,10.0,1.8,9.0,13.4,67.0,6.2,31.0,2.4,12.0,1.4,7.0,71.0,3,12,1020.0,757.3,0.1999999999999999,1.0,0.1999999999999999,1.0,39.0,33.0,7.0,7.0,1.4,1.4,262.70000000000005,6.0,0.0,4.200000000000001,1.7999999999999998,0.7999999999999998
E0,2023-01-21,12:30,Liverpool,Chelsea,0,0,D,0,0,D,M Oliver,15,11,3,2,16,9,5,5,3,1,0,0,2022,1.8,9.0,1.8,9.0,14.8,74.0,5.8,29.0,1.2,6.0,1.8,9.0,92.0,1.0,5.0,0.8,4.0,13.0,65.0,4.8,24.0,2.2,11.0,1.4,7.0,74.0,8,5,870.0,834.7,0.0,0.0,0.1999999999999999,1.0,28.0,28.0,9.0,7.0,1.8,1.4,35.299999999999955,0.0,1.0,1.8000000000000007,1.0,1.0000000000000002
E0,2023-01-21,15:00,Bournemouth,Nottm Forest,1,1,D,1,0,H,A Madley,16,20,4,5,10,7,4,6,1,2,0,0,2022,0.6,3.0,1.8,9.0,9.0,45.0,4.2,21.0,2.0,10.0,0.6,3.0,,1.0,5.0,0.8,4.0,11.0,55.0,3.2,16.0,1.4,7.0,2.0,10.0,,3,0,135.9,160.0,-1.2000000000000002,-6.0,0.1999999999999999,1.0,16.0,20.0,3.0,10.0,0.6,2.0,24.099999999999994,4.0,7.0,2.0,1.0,0.6000000000000001
E0,2023-01-21,15:00,Leicester City,Brighton,2,2,D,1,1,D,T Bramall,9,13,2,4,9,9,5,6,0,1,0,0,2022,0.6,3.0,1.6,8.0,9.0,45.0,3.4,17.0,1.2,6.0,0.6,3.0,52.0,2.6,13.0,1.6,8.0,11.6,58.0,5.6,28.0,1.8,9.0,1.8,9.0,51.0,7,7,513.5,279.7,-1.0,-5.0,1.0,5.0,17.0,30.0,3.0,9.0,0.6,1.8,233.8,13.0,10.0,2.5999999999999996,2.1999999999999997,0.6000000000000001
E0,2023-01-21,15:00,Southampton,Aston Villa,0,1,A,0,0,D,M Salisbury,8,16,5,5,19,9,2,2,1,2,0,0,2022,1.0,5.0,2.0,10.0,10.6,53.0,3.4,17.0,1.8,9.0,0.6,3.0,40.0,1.6,8.0,1.2,6.0,11.4,57.0,4.2,21.0,2.6,13.0,2.0,10.0,45.0,6,9,273.25,508.1,-1.0,-5.0,0.4000000000000001,2.0,15.0,25.0,3.0,10.0,0.6,2.0,234.85000000000002,10.0,7.0,0.8000000000000007,0.8000000000000003,0.8
E0,2023-01-21,15:00,West Ham,Everton,2,0,H,2,0,H,S Attwell,11,5,4,2,9,6,4,9,1,1,0,0,2022,0.6,3.0,2.0,10.0,15.4,77.0,4.2,21.0,1.8,9.0,0.2,1.0,56.0,0.8,4.0,2.4,12.0,10.2,51.0,3.6,18.0,1.6,8.0,0.2,1.0,39.0,9,6,384.0,380.7,-1.4,-7.0,-1.6,-8.0,15.0,15.0,1.0,1.0,0.2,0.2,3.3000000000000114,0.0,1.0,5.200000000000001,0.6000000000000001,0.19999999999999996
E0,2023-01-21,17:30,Crystal Palace,Newcastle,0,0,D,0,0,D,C Pawson,6,16,1,7,13,7,3,15,4,2,0,0,2022,0.6,3.0,1.8,9.0,11.6,58.0,4.0,20.0,2.4,12.0,0.8,4.0,48.0,1.0,5.0,0.0,0.0,13.2,66.0,3.8,19.0,2.2,11.0,2.2,11.0,49.0,5,8,274.8,333.6,-1.2000000000000002,-6.0,1.0,5.0,23.0,38.0,4.0,11.0,0.8,2.2,58.80000000000001,15.0,11.0,1.5999999999999996,0.20000000000000018,0.19999999999999973
E0,2023-01-22,14:00,Leeds United,Brentford,0,0,D,0,0,D,P Bankes,9,6,5,0,10,18,2,3,2,2,0,0,2022,1.4,7.0,2.2,11.0,11.8,59.0,3.4,17.0,3.2,16.0,0.4,2.0,38.0,2.2,11.0,0.8,4.0,10.0,50.0,6.0,30.0,1.4,7.0,2.6,13.0,46.0,4,4,279.5,278.45,-0.8000000000000003,-4.0,1.4,7.0,17.0,29.0,2.0,13.0,0.4,2.6,1.0500000000000114,12.0,11.0,1.8000000000000007,2.6,1.8000000000000003
E0,2023-01-22,14:00,Man City,Wolves,3,0,H,1,0,H,D Coote,13,10,7,1,10,10,5,7,1,2,0,0,2022,2.0,10.0,1.2,6.0,15.0,75.0,4.4,22.0,1.4,7.0,2.0,10.0,93.0,0.8,4.0,1.0,5.0,11.0,55.0,3.2,16.0,2.6,13.0,1.4,7.0,51.0,15,0,1020.0,335.95,0.8,4.0,-0.1999999999999999,-1.0,42.0,17.0,10.0,7.0,2.0,1.4,684.05,25.0,5.0,4.0,1.2000000000000002,1.2000000000000002
E0,2023-01-22,16:30,Arsenal,Man United,3,2,H,1,1,D,A Taylor,25,6,5,4,8,9,12,4,1,2,0,0,2022,2.2,11.0,0.6,3.0,15.0,75.0,5.0,25.0,2.2,11.0,2.6,13.0,69.0,2.0,10.0,0.4,2.0,14.8,74.0,5.6,28.0,2.2,11.0,2.6,13.0,58.0,7,7,706.7,726.8,1.6,8.0,1.6,8.0,47.0,39.0,13.0,13.0,2.6,2.6,20.09999999999991,8.0,0.0,0.1999999999999993,0.5999999999999996,0.0
E0,2023-01-23,20:00,Fullham,Tottenham,0,1,A,0,1,A,P Tierney,10,10,5,3,10,10,3,8,1,3,0,0,2022,1.6,8.0,0.6,3.0,11.0,55.0,3.6,18.0,2.6,13.0,2.4,12.0,,1.6,8.0,2.0,10.0,12.4,62.0,5.2,26.0,2.6,13.0,0.8,4.0,71.0,1,7,,757.3,1.0,5.0,-0.3999999999999999,-2.0,31.0,33.0,12.0,4.0,2.4,0.8,,2.0,7.0,1.4000000000000004,1.6,0.0
